,fileid,distance,Rssi0,Rssi1,Rssi2,Rssi3,Rssi4,Rssi5,Rssi6,Rssi7,Rssi8,Rssi9,Rssi10,Rssi11,Rssi12,Rssi13,Rssi14,Rssi15,Rssi16,Rssi17,Rssi18,Rssi19,Rssi20,Rssi21,Rssi22,Rssi23,Rssi24
10,aarzgdhe_tc4tl20.csv,4.5,61.71186440677966,65.7925925925926,73.82962962962964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,aasgrfnv_tc4tl20.csv,1.8,55.6,58.91851851851852,63.19512195121951,68.16216216216216,60.65079365079365,53.93382352941177,65.53012048192771,65.63636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,abaylbvs_tc4tl20.csv,4.5,67.08024691358025,82.0495867768595,70.01851851851852,71.25748502994011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,abfqhnda_tc4tl20.csv,1.8,50.090225563909776,56.69565217391305,58.88461538461539,62.91935483870968,53.523809523809526,58.62992125984252,59.333333333333336,59.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,abfzrgel_tc4tl20.csv,1.2,56.43065693430657,52.57692307692308,42.986666666666665,46.8,52.73099415204678,48.65492957746479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,abhkmdlf_tc4tl20.csv,1.8,55.0406976744186,61.892857142857146,63.61744966442953,59.68888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,abhyzbev_tc4tl20.csv,1.8,57.983333333333334,58.875,61.22162162162162,65.06593406593407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,abkbwxte_tc4tl20.csv,1.8,54.43150684931507,64.49152542372882,57.22142857142857,62.45283018867924,74.2520325203252,55.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,abliuqhw_tc4tl20.csv,1.2,60.73529411764706,63.293103448275865,62.56547619047619,50.40588235294118,58.92465753424658,57.172413793103445,68.48447204968944,65.27083333333333,69.15527950310559,55.45871559633027,55.56060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,abmbmapa_tc4tl20.csv,4.5,68.91017964071857,61.06015037593985,64.58278145695364,67.3758389261745,76.3859649122807,72.05780346820809,75.97637795275591,62.301587301587304,67.07784431137725,78.00729927007299,78.92258064516129,69.80254777070064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,abmhdjjb_tc4tl20.csv,3.0,77.91228070175438,76.0650406504065,66.02054794520548,63.24603174603175,73.80555555555556,81.50862068965517,80.06060606060606,76.46564885496183,69.90517241379311,67.86274509803921,64.52941176470588,81.21428571428571,83.04385964912281,85.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,abmzydod_tc4tl20.csv,4.5,75.40579710144928,64.35338345864662,65.46153846153847,58.108695652173914,66.07407407407408,71.85585585585585,85.62937062937063,73.65853658536585,76.43835616438356,71.06349206349206,67.54482758620689,58.53623188405797,65.61363636363636,84.35,77.38888888888889,72.35433070866142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,abnjaule_tc4tl20.csv,1.2,50.298136645962735,50.81118881118881,55.90298507462686,68.04166666666667,54.45384615384615,49.88513513513514,51.58278145695364,50.785714285714285,61.32374100719424,61.03252032520325,74.73469387755102,55.51700680272109,54.563025210084035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,abowpcrb_tc4tl20.csv,4.5,68.48275862068965,62.89705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,abpoltxg_tc4tl20.csv,1.2,59.07865168539326,52.06432748538012,62.73548387096774,50.59119496855346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,abrzlzti_tc4tl20.csv,4.5,66.02941176470588,65.17213114754098,77.98148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,abufckec_tc4tl20.csv,1.2,53.756410256410255,56.93617021276596,67.10994764397905,61.36942675159236,55.2752808988764,61.6051282051282,61.21052631578947,55.441717791411044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,abwineuz_tc4tl20.csv,3.0,79.0923076923077,76.56521739130434,67.57615894039735,73.0576923076923,83.38613861386139,81.6218487394958,79.75247524752476,76.06766917293233,69.77310924369748,67.86407766990291,64.50746268656717,79.47014925373135,87.61702127659575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,abwsopwz_tc4tl20.csv,1.8,55.49418604651163,53.92253521126761,62.706214689265536,60.03508771929825,62.95031055900621,53.81935483870968,59.31645569620253,58.66447368421053,54.041916167664674,64.55479452054794,59.3855421686747,63.641975308641975,54.68125,63.0251572327044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,abztglwv_tc4tl20.csv,1.2,60.13157894736842,68.42307692307692,53.791666666666664,58.74285714285714,62.03225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,acasbueb_tc4tl20.csv,3.0,65.83333333333333,66.38036809815951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,acbipyil_tc4tl20.csv,1.8,51.25,56.25757575757576,46.73770491803279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,acbojkyp_tc4tl20.csv,1.2,54.852112676056336,53.01307189542484,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,acdemzos_tc4tl20.csv,1.8,58.406666666666666,63.954802259887,64.24223602484471,55.7027027027027,54.26315789473684,57.76056338028169,62.625850340136054,52.75471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,acdoarhp_tc4tl20.csv,4.5,73.83333333333333,69.0,67.0,57.625,62.0,71.25,66.6875,63.46153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,aceqffto_tc4tl20.csv,4.5,78.62595419847328,64.7175572519084,64.93288590604027,81.99038461538461,76.3875968992248,69.06299212598425,67.36296296296297,76.06611570247934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,acffnnsy_tc4tl20.csv,1.2,58.51,52.295918367346935,62.41509433962264,57.93793103448276,51.619565217391305,63.46022727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,achxibry_tc4tl20.csv,1.8,50.35761589403973,56.6822429906542,53.47244094488189,56.35114503816794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,acjtasni_tc4tl20.csv,1.2,54.93464052287582,61.14965986394558,57.925170068027214,50.27215189873418,60.077922077922075,50.96470588235294,51.93714285714286,57.47222222222222,57.6412213740458,60.73015873015873,58.9136690647482,61.7972027972028,59.84146341463415,56.04964539007092,53.70422535211268,55.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,ackiyxpk_tc4tl20.csv,3.0,62.01829268292683,76.4968944099379,61.62721893491124,73.57471264367815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,acklusij_tc4tl20.csv,1.8,57.388888888888886,62.96363636363636,61.640449438202246,64.39181286549707,70.19251336898395,61.97175141242938,60.86585365853659,56.42857142857143,60.25,68.41208791208791,64.87078651685393,67.37349397590361,71.38461538461539,60.533742331288344,53.74691358024691,53.608938547486034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ackqxpfh_tc4tl20.csv,1.2,53.20634920634921,60.387387387387385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,acnehlyc_tc4tl20.csv,3.0,63.50735294117647,58.20779220779221,73.00735294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,acnroklf_tc4tl20.csv,1.8,61.64,66.45864661654136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,acnurgfb_tc4tl20.csv,1.8,56.526315789473685,69.2,70.0,62.86065573770492,62.77900552486188,70.63758389261746,61.48170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,acobovzb_tc4tl20.csv,3.0,65.41379310344827,62.95789473684211,69.61722488038278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,acocpzlb_tc4tl20.csv,1.8,55.984962406015036,84.40609137055837,62.79207920792079,73.72558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,actfzaql_tc4tl20.csv,1.2,46.41958041958042,60.57931034482758,68.32631578947368,76.58252427184466,71.74107142857143,63.983870967741936,51.521126760563384,61.46951219512195,62.513513513513516,72.4453781512605,68.64655172413794,59.67832167832168,57.19108280254777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,acujmusl_tc4tl20.csv,4.5,58.54421768707483,56.4873417721519,66.55555555555556,61.31325301204819,61.575581395348834,55.73548387096774,57.44155844155844,62.78378378378378,62.97902097902098,58.94805194805195,64.3896103896104,61.029761904761905,67.31901840490798,60.78666666666667,56.007194244604314,63.644295302013425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,addffiqv_tc4tl20.csv,4.5,66.05940594059406,66.34693877551021,74.02290076335878,66.74528301886792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,adkpjtrf_tc4tl20.csv,3.0,61.88775510204081,66.65942028985508,67.7089552238806,59.69747899159664,70.15254237288136,72.53846153846153,75.86764705882354,73.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,admeahuy_tc4tl20.csv,1.2,59.73504273504273,68.32631578947368,76.58252427184466,71.74107142857143,63.983870967741936,51.521126760563384,61.36363636363637,71.07518796992481,72.70161290322581,68.73728813559322,61.98550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,admtamng_tc4tl20.csv,1.2,55.93129770992366,59.736434108527135,66.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,adptpnwt_tc4tl20.csv,4.5,65.66666666666667,78.00657894736842,64.58474576271186,70.67924528301887,74.10795454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,adqfoolx_tc4tl20.csv,4.5,66.70588235294117,69.6470588235294,68.2,66.0,80.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,adrojrhe_tc4tl20.csv,4.5,66.5163043478261,64.69461077844312,80.56020942408377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,adsrxrpb_tc4tl20.csv,1.2,53.16216216216216,58.729032258064514,51.57954545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,advlmpjn_tc4tl20.csv,3.0,65.19444444444444,79.19095477386935,71.49342105263158,70.34920634920636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,advwypza_tc4tl20.csv,1.2,55.34939759036145,63.0609756097561,59.91975308641975,71.4578313253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,adwpftdq_tc4tl20.csv,4.5,68.75,69.41558441558442,73.4,78.86033519553072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,aeaoogxt_tc4tl20.csv,3.0,58.36516853932584,71.36184210526316,60.06077348066298,73.12751677852349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,aecbvlxg_tc4tl20.csv,4.5,70.95454545454545,67.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,aecjrewg_tc4tl20.csv,1.2,55.80952380952381,52.36158192090395,61.94117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,aecpjcda_tc4tl20.csv,1.8,48.86363636363637,51.5,54.53333333333333,55.0,55.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,aejpzhsd_tc4tl20.csv,4.5,64.6219512195122,75.04093567251462,65.44378698224853,74.03448275862068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,aerdwbbx_tc4tl20.csv,1.8,62.81818181818182,61.74566473988439,68.52903225806452,61.68674698795181,67.06976744186046,81.49132947976878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,aeruipsx_tc4tl20.csv,3.0,70.03896103896103,60.86708860759494,62.94736842105263,68.7605633802817,59.58479532163743,57.0625,54.29801324503311,64.8623188405797,60.264900662251655,58.968152866242036,72.12738853503184,70.51094890510949,62.09219858156028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,aetewbrh_tc4tl20.csv,1.2,71.06363636363636,65.11023622047244,62.161764705882355,62.967213114754095,74.13970588235294,84.19658119658119,81.21259842519684,77.71666666666667,76.95804195804196,79.37777777777778,74.08695652173913,65.94890510948905,71.632,80.91608391608392,85.47413793103448,79.85840707964601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,aeufznkp_tc4tl20.csv,3.0,50.166666666666664,63.76923076923077,64.625,58.411764705882355,57.0,58.94117647058823,53.875,54.476190476190474,62.888888888888886,58.19047619047619,66.77777777777777,60.714285714285715,63.111111111111114,51.35294117647059,53.470588235294116,55.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,aeusiian_tc4tl20.csv,4.5,58.1764705882353,60.6258064516129,57.58064516129032,62.790849673202615,61.0875,55.847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,aewpewaa_tc4tl20.csv,3.0,63.0,62.705882352941174,62.705882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,aexzdwsk_tc4tl20.csv,1.8,62.65972222222222,59.02312138728324,67.72784810126582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,aeyoogvr_tc4tl20.csv,3.0,60.33576642335766,60.312,62.16535433070866,66.98666666666666,73.18831168831169,62.7027027027027,66.66438356164383,70.4074074074074,64.61643835616438,63.507246376811594,69.56462585034014,62.47019867549669,75.2824427480916,66.62337662337663,67.39354838709677,67.30827067669173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,afaaldah_tc4tl20.csv,1.2,50.265822784810126,68.36206896551724,50.38095238095238,66.1574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,afbtbmip_tc4tl20.csv,1.8,59.21153846153846,53.39375,52.375,60.70056497175141,71.54819277108433,56.404761904761905,59.46153846153846,63.27329192546584,64.68589743589743,53.767857142857146,57.30508474576271,57.904458598726116,67.0,59.95151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,afcqubyo_tc4tl20.csv,1.2,54.24390243902439,56.90756302521008,71.10091743119266,54.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,afctogso_tc4tl20.csv,1.8,48.916666666666664,64.0625,60.94736842105263,51.23809523809524,53.15384615384615,48.375,54.91304347826087,62.53846153846154,57.588235294117645,57.76190476190476,54.6,53.625,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,afezzuvu_tc4tl20.csv,4.5,73.73983739837398,71.20979020979021,67.53939393939395,70.67832167832168,75.704,70.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,afikswhf_tc4tl20.csv,1.8,48.45402298850575,47.78977272727273,47.49425287356322,48.68452380952381,52.46913580246913,64.47398843930635,55.72289156626506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,afjnmcsj_tc4tl20.csv,1.8,53.39370078740158,64.58088235294117,66.0774647887324,66.13245033112582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,aflozeqw_tc4tl20.csv,1.2,51.747058823529414,63.65584415584416,70.23270440251572,57.0,56.683229813664596,65.86309523809524,68.41397849462365,58.025510204081634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,afmsdtxh_tc4tl20.csv,3.0,64.72774869109948,64.7987012987013,73.12592592592593,61.69021739130435,59.86144578313253,74.18181818181819,75.2578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,afneswsl_tc4tl20.csv,1.8,60.53191489361702,67.78625954198473,61.369565217391305,56.30107526881721,66.29523809523809,66.19402985074628,57.35606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,afpkqgna_tc4tl20.csv,3.0,66.24731182795699,70.30597014925372,78.52631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,afrqueaz_tc4tl20.csv,3.0,66.18518518518519,67.03703703703704,66.53333333333333,71.70526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,aftveczq_tc4tl20.csv,1.2,57.91031390134529,54.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,afwdwglp_tc4tl20.csv,1.8,54.310344827586206,58.32608695652174,69.42222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,afyiwipu_tc4tl20.csv,1.2,58.58181818181818,77.8,68.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,afzmmlis_tc4tl20.csv,3.0,61.648936170212764,63.9485294117647,63.91269841269841,73.51908396946565,66.57758620689656,52.71641791044776,59.31297709923664,64.0,70.44776119402985,77.36301369863014,71.84848484848484,77.32307692307693,77.7012987012987,72.15789473684211,70.02898550724638,71.75384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,agajgono_tc4tl20.csv,1.2,58.46524064171123,57.24223602484472,72.67096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,agaoclpt_tc4tl20.csv,1.2,54.61585365853659,56.71590909090909,55.95402298850575,61.42763157894737,56.805263157894736,60.40880503144654,57.885714285714286,56.266304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,agcaynyd_tc4tl20.csv,4.5,70.2994011976048,74.47549019607843,75.74371859296483,73.47643979057591,82.17307692307692,87.19786096256685,73.80402010050251,65.45360824742268,65.1745283018868,72.81920903954803,72.73118279569893,77.84210526315789,82.19393939393939,81.04639175257732,75.47340425531915,66.33928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
