fileid,distance,Rssi0,Rssi1,Rssi2,Rssi3,Rssi4,Rssi5,Rssi6,Rssi7,Rssi8,Rssi9,Rssi10,Rssi11,Rssi12,Rssi13,Rssi14,Rssi15,Rssi16,Rssi17,Rssi18,Rssi19,Rssi20,Rssi21,Rssi22,Rssi23,Rssi24,Rssi25,Rssi26,Rssi27,Rssi28,Rssi29,Rssi30,Rssi31,Rssi32,Rssi33,Rssi34,Rssi35,Rssi36,Rssi37,Rssi38,Rssi39,Rssi40,Rssi41,Rssi42,Rssi43,Rssi44,Rssi45
aawdyaia_tc4tl20.csv,4.5,68.55194805194805,66.08208955223881,64.33103448275862,72.2638036809816,70.37579617834395,69.39259259259259,64.62275449101796,71.29655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaythpwr_tc4tl20.csv,1.8,56.130434782608695,64.96575342465754,75.3076923076923,76.30935251798562,75.07453416149069,63.15606936416185,58.372093023255815,58.379746835443036,60.64071856287425,60.456989247311824,76.44705882352942,80.89908256880734,75.06179775280899,71.12422360248448,58.66842105263158,56.9874213836478,56.79527559055118,62.743589743589745,72.82098765432099,72.0,70.77777777777777,70.05263157894737,63.53333333333333,62.31609195402299,60.666666666666664,62.91208791208791,60.75449101796407,69.82926829268293,70.77358490566037,79.06586826347305,68.16666666666667,61.55421686746988,61.80120481927711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abbtaqvi_tc4tl20.csv,4.5,58.88607594936709,66.8972602739726,66.625,61.270967741935486,76.7720588235294,66.46938775510205,71.25874125874125,65.98726114649682,68.50331125827815,65.0625,70.3416149068323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abcbxdyr_tc4tl20.csv,4.5,62.42372881355932,69.83333333333333,64.44047619047619,72.35051546391753,71.75714285714285,71.10666666666667,73.79310344827586,71.44047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abetkara_tc4tl20.csv,4.5,66.20535714285714,68.7603305785124,72.75833333333334,65.05405405405405,68.10084033613445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abrwazsd_tc4tl20.csv,1.8,50.48717948717949,65.864,50.525862068965516,64.60483870967742,50.92424242424242,70.01351351351352,56.28169014084507,66.78095238095239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acdpeott_tc4tl20.csv,4.5,63.553030303030305,64.29710144927536,64.17948717948718,64.37410071942446,66.22916666666667,58.57746478873239,59.63354037267081,66.74193548387096,65.43646408839778,65.48366013071896,65.23021582733813,66.58620689655173,69.5527950310559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acgbahig_tc4tl20.csv,4.5,58.62686567164179,63.78260869565217,69.96,59.732824427480914,72.66949152542372,66.56834532374101,72.64356435643565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acmucflw_tc4tl20.csv,1.8,42.25595238095238,44.36477987421384,28.217687074829932,23.6,2.80794701986755,46.70909090909091,31.14569536423841,52.477777777777774,18.25170068027211,52.22839506172839,46.67832167832168,51.77777777777778,49.05921052631579,41.733333333333334,24.6056338028169,54.074074074074076,44.388535031847134,40.9,31.481012658227847,16.960526315789473,58.87741935483871,58.61267605633803,54.53757225433526,61.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acogyvye_tc4tl20.csv,4.5,67.63387978142076,62.38709677419355,80.35099337748345,78.32386363636364,70.65384615384616,65.94054054054054,64.33333333333333,67.55555555555556,80.375,80.05,80.3529411764706,61.0,67.375,63.2,63.0,63.5,66.8,66.0,67.27272727272727,75.33333333333333,78.0,75.0625,69.11764705882354,62.05882352941177,68.95238095238095,69.18181818181819,68.0,80.4,83.4,81.0,82.57142857142857,82.9375,74.52631578947368,72.07142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acohnemj_tc4tl20.csv,4.5,55.65714285714286,53.547770700636946,64.07432432432432,56.798780487804876,62.833333333333336,61.91329479768786,68.27741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actkssvo_tc4tl20.csv,1.8,52.839285714285715,59.31360946745562,57.865979381443296,59.99425287356322,75.45901639344262,68.07777777777778,58.77272727272727,55.27950310559006,62.301886792452834,64.05333333333333,62.06349206349206,56.982658959537574,75.32121212121213,61.80368098159509,68.04022988505747,54.31891891891892,57.95652173913044,63.45238095238095,63.29940119760479,63.994475138121544,74.55029585798816,62.1849710982659,63.94444444444444,57.12571428571429,61.18181818181818,68.70285714285714,64.31666666666666,68.35802469135803,70.81065088757397,58.88135593220339,52.333333333333336,54.371428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adebjdnw_tc4tl20.csv,4.5,65.47674418604652,67.16931216931216,71.96984924623115,74.89617486338798,81.07211538461539,76.87264150943396,66.06763285024155,67.55223880597015,69.42028985507247,84.3695652173913,69.70588235294117,64.67487684729063,76.53591160220995,74.18817204301075,83.95187165775401,87.25,65.49738219895288,64.98029556650246,72.66145833333333,72.66666666666667,77.89252336448598,82.07065217391305,76.06741573033707,66.31547619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjaahhk_tc4tl20.csv,4.5,59.30128205128205,72.41071428571429,67.86931818181819,74.36526946107784,68.23529411764706,79.10497237569061,69.24117647058823,82.94630872483222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adkhothp_tc4tl20.csv,4.5,45.32934131736527,53.52229299363057,45.142857142857146,30.25,65.50314465408805,66.19393939393939,66.55151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adkukfpz_tc4tl20.csv,4.5,36.625,31.652173913043477,54.26543209876543,32.55128205128205,54.44375,59.85632183908046,51.44736842105263,63.31428571428572,67.49044585987261,33.976190476190474,35.006493506493506,63.55555555555556,61.345454545454544,65.56687898089172,62.50609756097561,67.10828025477707,51.70857142857143,50.23699421965318,59.62091503267974,67.88414634146342,74.87333333333333,45.298507462686565,72.31818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adnldcvl_tc4tl20.csv,4.5,67.98701298701299,59.32167832167832,60.50694444444444,65.77857142857142,57.243589743589745,54.36774193548387,64.34265734265735,60.2108843537415,59.142857142857146,72.45098039215686,70.83088235294117,61.86184210526316,70.47058823529412,63.608108108108105,61.36153846153846,64.96503496503496,62.15217391304348,61.27272727272727,66.84563758389261,66.4965034965035,64.83552631578948,68.51748251748252,67.46478873239437,63.74233128834356,67.82394366197182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adnnvejs_tc4tl20.csv,4.5,58.74452554744526,67.79754601226993,65.56737588652483,66.23489932885906,66.65408805031447,61.170212765957444,60.627737226277375,61.71895424836601,67.64285714285714,68.83064516129032,71.130081300813,64.93233082706767,66.80434782608695,61.833333333333336,58.15172413793103,63.95070422535211,62.40601503759399,71.13725490196079,65.66887417218543,73.1231884057971,65.97080291970804,58.55555555555556,64.6158940397351,65.56428571428572,69.23448275862069,62.41610738255034,64.94805194805195,72.76219512195122,76.18656716417911,59.47435897435897,61.98039215686274,68.02702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adtugflr_tc4tl20.csv,4.5,61.71341463414634,77.12121212121212,63.17218543046358,73.06451612903226,57.27485380116959,64.525,78.08974358974359,66.91803278688525,74.1055900621118,73.36526946107784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adzkgmak_tc4tl20.csv,1.8,50.776923076923076,60.277027027027025,68.32456140350877,78.27522935779817,71.69672131147541,58.17985611510792,63.40136054421769,53.28082191780822,61.203125,61.69064748201439,72.08064516129032,71.87155963302752,68.4308943089431,61.425196850393704,58.0251572327044,57.38255033557047,56.59731543624161,65.1311475409836,67.3931623931624,66.20388349514563,65.82,61.746153846153845,62.984375,65.33333333333333,61.0,76.1980198019802,72.01612903225806,79.01818181818182,67.578125,64.96666666666667,67.75675675675676,60.53225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adzvhtwe_tc4tl20.csv,4.5,64.9041095890411,62.94814814814815,74.71653543307086,58.875,68.73913043478261,63.92913385826772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aeeivpvf_tc4tl20.csv,1.8,55.78472222222222,64.94890510948905,50.64331210191083,66.73548387096774,64.07361963190183,67.06993006993007,64.53658536585365,67.98449612403101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aegxsipt_tc4tl20.csv,4.5,60.02777777777778,64.39568345323741,61.134328358208954,64.68627450980392,64.95744680851064,58.1,64.41007194244604,60.38666666666666,66.3169014084507,66.16025641025641,58.70629370629371,72.83571428571429,59.8,66.71794871794872,67.22377622377623,66.25301204819277,69.0679012345679,66.14388489208633,64.86986301369863,72.31736526946108,67.42168674698796,75.86184210526316,69.61309523809524,67.56551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aejjditl_tc4tl20.csv,4.5,62.91056910569106,52.00657894736842,69.944,72.31884057971014,64.26666666666667,54.267605633802816,70.63291139240506,57.01449275362319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aenktdwu_tc4tl20.csv,1.8,59.43589743589744,53.86144578313253,60.83720930232558,66.11728395061728,54.13513513513514,52.24858757062147,62.48235294117647,69.3525641025641,61.5,57.01176470588236,59.27225130890052,68.26712328767124,67.94193548387096,53.38993710691824,76.9673202614379,73.45161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aeqdqocc_tc4tl20.csv,1.8,56.41573033707865,55.484848484848484,75.1055900621118,61.01242236024845,61.694117647058825,76.99212598425197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aetyifnx_tc4tl20.csv,1.8,51.015957446808514,58.1978021978022,75.71264367816092,59.36312849162011,61.63125,62.23353293413174,73.10303030303031,62.95918367346939,57.80346820809248,62.84090909090909,71.94505494505495,62.22222222222222,59.62921348314607,64.12571428571428,70.89221556886227,53.88157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aevdfouu_tc4tl20.csv,4.5,59.92307692307692,68.16535433070867,63.8796992481203,72.26490066225166,72.84848484848484,66.80188679245283,60.45652173913044,54.95652173913044,71.47297297297297,60.81147540983606,59.31159420289855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aevuqxuf_tc4tl20.csv,1.8,57.13636363636363,51.57241379310345,60.6031746031746,56.985915492957744,65.24561403508773,72.66417910447761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afhcprdi_tc4tl20.csv,4.5,66.11409395973155,69.49180327868852,65.41496598639456,65.0,80.16814159292035,73.95882352941176,64.76623376623377,75.80794701986756,78.45562130177515,70.15,72.48598130841121,65.5886075949367,68.71969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afksdxcn_tc4tl20.csv,4.5,62.77906976744186,59.9937106918239,74.24844720496894,64.93975903614458,67.68992248062015,69.95121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afudzoes_tc4tl20.csv,1.8,50.91304347826087,69.15189873417721,54.6554054054054,63.21333333333333,66.83673469387755,65.8961038961039,63.26543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afwryxje_tc4tl20.csv,4.5,57.9873417721519,66.18978102189782,64.86131386861314,72.8135593220339,62.67910447761194,73.33333333333333,63.96875,77.18987341772151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afzfzqil_tc4tl20.csv,4.5,58.282758620689656,64.93333333333334,60.40650406504065,64.64238410596026,58.89510489510489,58.614814814814814,59.2463768115942,61.11805555555556,64.35526315789474,66.01234567901234,58.68639053254438,69.09859154929578,65.01587301587301,65.2751677852349,65.28169014084507,59.97986577181208,68.33333333333333,62.22962962962963,71.58333333333333,64.62111801242236,56.17567567567568,63.128571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afztwsli_tc4tl20.csv,4.5,55.8,60.42016806722689,53.99324324324324,52.36231884057971,57.86138613861386,65.52816901408451,63.11188811188811,57.58771929824562,59.88495575221239,59.67333333333333,68.18333333333334,64.05263157894737,64.17808219178082,62.661764705882355,68.4795918367347,66.34615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agchxuxg_tc4tl20.csv,1.8,51.12352941176471,43.955128205128204,56.33125,62.79545454545455,59.9078947368421,63.22784810126582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agigdhhg_tc4tl20.csv,1.8,56.541984732824424,68.13533834586467,66.42592592592592,59.739837398373986,60.825,65.24324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agiuctfu_tc4tl20.csv,4.5,62.8719512195122,61.366863905325445,64.42944785276073,65.74285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agkjduyy_tc4tl20.csv,4.5,65.64375,56.6875,69.15079365079364,62.96969696969697,63.08108108108108,68.6086956521739,66.76106194690266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agkwyfme_tc4tl20.csv,4.5,58.9937106918239,69.88652482269504,60.48351648351648,67.0,68.75483870967741,57.59722222222222,63.705479452054796,61.17901234567901,72.08,54.58659217877095,63.18589743589744,72.54716981132076,65.81506849315069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aglszrga_tc4tl20.csv,1.8,55.66412213740458,47.769911504424776,54.78151260504202,68.07462686567165,58.904761904761905,50.97709923664122,64.29268292682927,67.66101694915254,55.8235294117647,60.65909090909091,63.2520325203252,68.26126126126127,58.48672566371681,53.9485294117647,65.31868131868131,64.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agukxgli_tc4tl20.csv,4.5,60.034246575342465,61.808510638297875,65.9271523178808,60.12738853503185,66.46715328467154,58.68531468531469,59.83448275862069,67.00675675675676,68.85416666666667,68.03592814371258,64.85034013605443,67.0548780487805,69.54088050314465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
